party,year,score,orientation,counts,random_state
Austrian People’s Party,2013.0,0.288135593220339,Right-wing,59,5
Austrian People’s Party,2006.0,0.2727272727272727,Right-wing,11,5
The Greens,2006.0,0.1794871794871795,Left-wing,39,5
Alliance for the Future of Austria,2008.0,0.4242424242424242,Right-wing,132,5
The New Austria,2013.0,0.1914893617021276,Other,47,5
Austrian Freedom Party,2013.0,0.3684210526315789,Right-wing,19,5
Austrian Social Democratic Party,2017.0,0.3333333333333333,Left-wing,21,5
Peter Pilz List,2017.0,0.3214285714285714,Left-wing,28,5
Austrian People’s Party,2013.0,0.2659574468085106,Right-wing,94,6
Alliance for the Future of Austria,2008.0,0.5897435897435898,Right-wing,195,6
Austrian People’s Party,2006.0,0.35625,Right-wing,160,6
The New Austria,2013.0,0.3980099502487562,Other,201,6
Austrian Social Democratic Party,2002.0,0.4361702127659574,Left-wing,94,6
The Greens,2002.0,0.2933333333333333,Left-wing,150,6
Austrian Freedom Party,2008.0,0.5326633165829145,Right-wing,199,6
Austrian Freedom Party,2013.0,0.4828660436137071,Right-wing,321,6
The Greens,2013.0,0.2766990291262136,Left-wing,206,6
Austrian Social Democratic Party,2013.0,0.3705263157894737,Left-wing,475,6
Alliance for the Future of Austria,2006.0,0.6360225140712945,Right-wing,533,6
The Greens,2017.0,0.3247863247863248,Left-wing,117,6
The New Austria,2017.0,0.2522796352583586,Other,329,6
Austrian Social Democratic Party,2008.0,0.3333333333333333,Left-wing,90,6
The Greens,2008.0,0.3064516129032258,Left-wing,62,6
Team Stronach for Austria,2013.0,0.5472972972972973,Right-wing,444,6
Austrian People’s Party,2008.0,0.3,Right-wing,80,6
Austrian Communist Party,2008.0,0.3157894736842105,Left-wing,190,6
Austrian Social Democratic Party,2006.0,0.1621621621621621,Left-wing,37,6
The Greens,2006.0,0.3538461538461538,Left-wing,65,6
Austrian Social Democratic Party,2017.0,0.25,Left-wing,60,6
Austrian People’s Party,2017.0,0.3076923076923077,Right-wing,39,6
Austrian People’s Party,2002.0,0.3333333333333333,Right-wing,18,6
Austrian Freedom Party,2017.0,0.6,Right-wing,10,6
Austrian Freedom Party,2006.0,0.5,Right-wing,12,6
Austrian Freedom Party,2002.0,0.3333333333333333,Right-wing,12,6
Peter Pilz List,2017.0,0.3894230769230769,Left-wing,208,6
Austrian Social Democratic Party,2008.0,0.2610837438423645,Left-wing,203,7
Alliance for the Future of Austria,2006.0,0.5616438356164384,Right-wing,511,7
Austrian Communist Party,2008.0,0.1818181818181818,Left-wing,33,7
Alliance for the Future of Austria,2008.0,0.2142857142857142,Right-wing,56,7
Austrian Freedom Party,2013.0,0.4318181818181818,Right-wing,220,7
The Greens,2017.0,0.1446945337620578,Left-wing,311,7
The Greens,2008.0,0.1724137931034483,Left-wing,290,7
Austrian Social Democratic Party,2002.0,0.2198581560283688,Left-wing,141,7
The Greens,2006.0,0.2577777777777778,Left-wing,225,7
Austrian Freedom Party,2008.0,0.3537414965986394,Right-wing,147,7
The Greens,2013.0,0.2296650717703349,Left-wing,209,7
Austrian People’s Party,2017.0,0.275,Right-wing,480,7
Austrian Social Democratic Party,2006.0,0.2650602409638554,Left-wing,83,7
The New Austria,2017.0,0.1862068965517241,Other,145,7
The New Austria,2013.0,0.2517482517482518,Other,429,7
Austrian Freedom Party,2006.0,0.4090909090909091,Right-wing,66,7
The Greens,2002.0,0.2151898734177215,Left-wing,79,7
Austrian Freedom Party,2017.0,0.3724489795918367,Right-wing,196,7
Austrian Social Democratic Party,2017.0,0.0833333333333333,Left-wing,96,7
Austrian People’s Party,2013.0,0.1645569620253164,Right-wing,79,7
Team Stronach for Austria,2013.0,0.4406779661016949,Right-wing,59,7
Austrian People’s Party,2008.0,0.1296296296296296,Right-wing,54,7
Austrian Social Democratic Party,2013.0,0.0,Left-wing,7,7
Austrian Freedom Party,2002.0,0.4,Right-wing,10,7
Austrian People’s Party,2006.0,0.375,Right-wing,24,7
Austrian People’s Party,2002.0,0.3529411764705882,Right-wing,17,7
Peter Pilz List,2017.0,0.1881533101045296,Left-wing,287,7
Austrian Social Democratic Party,2013.0,0.4392523364485981,Left-wing,214,8
Austrian Social Democratic Party,2008.0,0.4625,Left-wing,80,8
Austrian Freedom Party,2006.0,0.6076923076923076,Right-wing,130,8
The Greens,2006.0,0.3295454545454545,Left-wing,88,8
Austrian Communist Party,2008.0,0.1837524177949709,Left-wing,517,8
The Greens,2002.0,0.3227848101265823,Left-wing,158,8
The New Austria,2017.0,0.2354312354312354,Other,429,8
Alliance for the Future of Austria,2008.0,0.5238095238095238,Right-wing,210,8
Austrian Freedom Party,2002.0,0.6306306306306306,Right-wing,333,8
Austrian Social Democratic Party,2017.0,0.4764397905759162,Left-wing,191,8
Austrian Freedom Party,2008.0,0.5154185022026432,Right-wing,454,8
The Greens,2008.0,0.3174603174603174,Left-wing,315,8
Alliance for the Future of Austria,2006.0,0.5434782608695652,Right-wing,138,8
Austrian Freedom Party,2013.0,0.6421052631578947,Right-wing,95,8
Team Stronach for Austria,2013.0,0.6419213973799127,Right-wing,229,8
Austrian People’s Party,2006.0,0.2903225806451613,Right-wing,62,8
Austrian People’s Party,2002.0,0.3315217391304347,Right-wing,184,8
Austrian People’s Party,2017.0,0.4941176470588235,Right-wing,85,8
Austrian People’s Party,2008.0,0.3333333333333333,Right-wing,12,8
The Greens,2013.0,0.4029850746268656,Left-wing,67,8
The New Austria,2013.0,0.2826086956521739,Other,46,8
Austrian Social Democratic Party,2002.0,0.3043478260869565,Left-wing,46,8
Austrian People’s Party,2013.0,0.4074074074074074,Right-wing,27,8
Austrian Freedom Party,2017.0,0.5,Right-wing,22,8
Austrian Social Democratic Party,2006.0,0.1346153846153846,Left-wing,52,8
The Greens,2017.0,0.4,Left-wing,5,8
Peter Pilz List,2017.0,0.4705882352941176,Left-wing,221,8
Austrian People’s Party,2006.0,0.2394678492239468,Right-wing,451,9
Austrian Freedom Party,2013.0,0.4649122807017544,Right-wing,228,9
Alliance for the Future of Austria,2006.0,0.5789473684210527,Right-wing,532,9
Austrian Freedom Party,2017.0,0.3661971830985915,Right-wing,71,9
The Greens,2017.0,0.3516483516483517,Left-wing,91,9
Austrian Social Democratic Party,2017.0,0.3974358974358974,Left-wing,312,9
Austrian People’s Party,2013.0,0.3242009132420091,Right-wing,219,9
The New Austria,2017.0,0.2394366197183098,Other,71,9
Team Stronach for Austria,2013.0,0.6883116883116883,Right-wing,308,9
The Greens,2008.0,0.2746113989637305,Left-wing,193,9
Austrian Freedom Party,2008.0,0.5352941176470588,Right-wing,170,9
The Greens,2002.0,0.300796812749004,Left-wing,502,9
Austrian People’s Party,2002.0,0.3193717277486911,Right-wing,191,9
The New Austria,2013.0,0.3448275862068966,Other,87,9
The Greens,2006.0,0.3296703296703296,Left-wing,182,9
Austrian Social Democratic Party,2008.0,0.5172413793103449,Left-wing,87,9
Austrian Social Democratic Party,2006.0,0.4230769230769231,Left-wing,52,9
Austrian Freedom Party,2006.0,0.4963503649635036,Right-wing,137,9
Austrian Social Democratic Party,2002.0,0.1269841269841269,Left-wing,63,9
The Greens,2013.0,0.3333333333333333,Left-wing,51,9
Alliance for the Future of Austria,2008.0,0.4628099173553719,Right-wing,121,9
Austrian Social Democratic Party,2013.0,0.3076923076923077,Left-wing,13,9
Austrian Freedom Party,2002.0,0.5,Right-wing,34,9
Austrian People’s Party,2017.0,0.0714285714285714,Right-wing,14,9
Austrian Communist Party,2008.0,0.0,Left-wing,8,9
Austrian People’s Party,2008.0,0.3076923076923077,Right-wing,13,9
Peter Pilz List,2017.0,0.478021978021978,Left-wing,182,9
The Greens,2008.0,0.1851851851851851,Left-wing,324,10
Austrian People’s Party,2002.0,0.4545454545454545,Right-wing,11,10
The Greens,2002.0,0.2790178571428571,Left-wing,448,10
Austrian Social Democratic Party,2006.0,0.153125,Left-wing,320,10
The New Austria,2017.0,0.183794466403162,Other,506,10
Austrian Communist Party,2008.0,0.2065217391304347,Left-wing,184,10
Austrian People’s Party,2008.0,0.1724137931034483,Right-wing,116,10
Austrian Social Democratic Party,2013.0,0.2051282051282051,Left-wing,78,10
The Greens,2013.0,0.2121212121212121,Left-wing,462,10
Alliance for the Future of Austria,2006.0,0.3170731707317073,Right-wing,205,10
The Greens,2006.0,0.17,Left-wing,200,10
The Greens,2017.0,0.2133333333333333,Left-wing,75,10
Austrian Freedom Party,2013.0,0.4840425531914893,Right-wing,188,10
Austrian Social Democratic Party,2002.0,0.1746987951807229,Left-wing,166,10
Austrian Freedom Party,2017.0,0.2732919254658385,Right-wing,161,10
Austrian Freedom Party,2002.0,0.5333333333333333,Right-wing,210,10
Austrian Social Democratic Party,2008.0,0.2790697674418604,Left-wing,43,10
The New Austria,2013.0,0.25,Other,60,10
Austrian Social Democratic Party,2017.0,0.2,Left-wing,20,10
Alliance for the Future of Austria,2008.0,0.7142857142857143,Right-wing,7,10
Austrian Freedom Party,2006.0,0.625,Right-wing,48,10
Austrian People’s Party,2017.0,0.1566265060240964,Right-wing,83,10
Team Stronach for Austria,2013.0,0.2962962962962963,Right-wing,81,10
Austrian People’s Party,2013.0,0.2222222222222222,Right-wing,54,10
Austrian Freedom Party,2008.0,0.3571428571428571,Right-wing,42,10
Austrian People’s Party,2006.0,0.4827586206896552,Right-wing,29,10
Peter Pilz List,2017.0,0.2022222222222222,Left-wing,450,10
The Greens,2013.0,0.2669683257918552,Left-wing,442,11
Austrian Freedom Party,2013.0,0.5267326732673268,Right-wing,505,11
Austrian People’s Party,2008.0,0.2748091603053435,Right-wing,131,11
Austrian People’s Party,2017.0,0.1758241758241758,Right-wing,91,11
The Greens,2017.0,0.1938461538461538,Left-wing,325,11
Austrian Social Democratic Party,2006.0,0.1809523809523809,Left-wing,210,11
Austrian Social Democratic Party,2017.0,0.1959798994974874,Left-wing,199,11
Alliance for the Future of Austria,2006.0,0.6504559270516718,Right-wing,329,11
Austrian Social Democratic Party,2008.0,0.1942857142857142,Left-wing,175,11
The Greens,2006.0,0.25,Left-wing,60,11
Austrian Freedom Party,2006.0,0.2340425531914893,Right-wing,94,11
Austrian Freedom Party,2017.0,0.2794117647058823,Right-wing,68,11
Austrian Freedom Party,2008.0,0.65,Right-wing,80,11
Austrian Social Democratic Party,2013.0,0.2580645161290322,Left-wing,186,11
The Greens,2008.0,0.2747252747252747,Left-wing,182,11
The Greens,2002.0,0.2356687898089172,Left-wing,157,11
Team Stronach for Austria,2013.0,0.5625,Right-wing,48,11
The New Austria,2017.0,0.1333333333333333,Other,15,11
Austrian Freedom Party,2002.0,0.4081632653061224,Right-wing,49,11
Austrian Communist Party,2008.0,0.2631578947368421,Left-wing,19,11
Austrian People’s Party,2006.0,0.425531914893617,Right-wing,47,11
The New Austria,2013.0,0.1521739130434782,Other,92,11
Austrian People’s Party,2002.0,0.2244897959183673,Right-wing,147,11
Alliance for the Future of Austria,2008.0,0.6808510638297872,Right-wing,47,11
Austrian People’s Party,2013.0,0.3125,Right-wing,16,11
Austrian Social Democratic Party,2002.0,0.375,Left-wing,8,11
Peter Pilz List,2017.0,0.3104611923509561,Left-wing,1778,11
The Greens,2006.0,0.2809523809523809,Left-wing,210,12
The New Austria,2013.0,0.1,Other,20,12
Austrian People’s Party,2013.0,0.3809523809523809,Right-wing,42,12
Austrian Freedom Party,2013.0,0.6153846153846154,Right-wing,312,12
Austrian Communist Party,2008.0,0.2296296296296296,Left-wing,135,12
Alliance for the Future of Austria,2008.0,0.3409090909090909,Right-wing,44,12
Austrian Social Democratic Party,2008.0,0.2738095238095238,Left-wing,84,12
The Greens,2002.0,0.3180212014134275,Left-wing,566,12
Austrian Freedom Party,2017.0,0.5765199161425576,Right-wing,477,12
Team Stronach for Austria,2013.0,0.4545454545454545,Right-wing,11,12
Austrian Social Democratic Party,2017.0,0.2574257425742574,Left-wing,202,12
Austrian Social Democratic Party,2013.0,0.3,Left-wing,90,12
Austrian Social Democratic Party,2006.0,0.2532894736842105,Left-wing,304,12
The Greens,2013.0,0.2620689655172414,Left-wing,145,12
The New Austria,2017.0,0.1931818181818181,Other,88,12
Austrian Freedom Party,2002.0,0.5789473684210527,Right-wing,190,12
Austrian Social Democratic Party,2002.0,0.146788990825688,Left-wing,218,12
Austrian People’s Party,2002.0,0.2321428571428571,Right-wing,168,12
Austrian People’s Party,2006.0,0.3283582089552239,Right-wing,67,12
Austrian Freedom Party,2006.0,0.3333333333333333,Right-wing,30,12
The Greens,2008.0,0.2758620689655172,Left-wing,58,12
Austrian People’s Party,2017.0,0.2222222222222222,Right-wing,54,12
The Greens,2017.0,0.2093023255813953,Left-wing,86,12
Alliance for the Future of Austria,2006.0,0.5672514619883041,Right-wing,171,12
Austrian People’s Party,2008.0,0.3333333333333333,Right-wing,39,12
Austrian Freedom Party,2008.0,0.6666666666666666,Right-wing,6,12
Peter Pilz List,2017.0,0.3360655737704918,Left-wing,1464,12
The Greens,2006.0,0.3033707865168539,Left-wing,534,13
Alliance for the Future of Austria,2006.0,0.4018691588785046,Right-wing,321,13
Austrian Freedom Party,2017.0,0.3484848484848485,Right-wing,132,13
Austrian Social Democratic Party,2017.0,0.4528301886792453,Left-wing,53,13
Austrian People’s Party,2002.0,0.2903225806451613,Right-wing,155,13
The Greens,2002.0,0.2816901408450704,Left-wing,71,13
Austrian Freedom Party,2002.0,0.5991091314031181,Right-wing,449,13
Austrian Social Democratic Party,2006.0,0.2987012987012987,Left-wing,231,13
Austrian People’s Party,2017.0,0.336734693877551,Right-wing,196,13
Austrian Freedom Party,2008.0,0.4266666666666667,Right-wing,75,13
Austrian People’s Party,2008.0,0.3062200956937799,Right-wing,209,13
Austrian Social Democratic Party,2008.0,0.3333333333333333,Left-wing,75,13
The New Austria,2013.0,0.3095238095238095,Other,42,13
Austrian People’s Party,2006.0,0.3666666666666666,Right-wing,420,13
Austrian Freedom Party,2006.0,0.4081632653061224,Right-wing,196,13
Austrian People’s Party,2013.0,0.2753623188405797,Right-wing,69,13
Team Stronach for Austria,2013.0,0.4879227053140096,Right-wing,207,13
The Greens,2013.0,0.2571428571428571,Left-wing,140,13
Austrian Communist Party,2008.0,0.2093023255813953,Left-wing,86,13
The Greens,2017.0,0.3010752688172043,Left-wing,93,13
The Greens,2008.0,0.2272727272727272,Left-wing,88,13
The New Austria,2017.0,0.4210526315789473,Other,19,13
Austrian Social Democratic Party,2002.0,0.1764705882352941,Left-wing,17,13
Austrian Social Democratic Party,2013.0,0.7,Left-wing,10,13
Alliance for the Future of Austria,2008.0,0.4285714285714285,Right-wing,42,13
Austrian Freedom Party,2013.0,0.6666666666666666,Right-wing,9,13
Peter Pilz List,2017.0,0.3399621212121212,Left-wing,1056,13
The Greens,2002.0,0.2029520295202952,Left-wing,542,14
Austrian People’s Party,2017.0,0.25,Right-wing,196,14
Austrian Freedom Party,2013.0,0.579295154185022,Right-wing,454,14
Austrian Social Democratic Party,2008.0,0.2806122448979591,Left-wing,196,14
Austrian Freedom Party,2002.0,0.3561643835616438,Right-wing,73,14
Austrian Communist Party,2008.0,0.4,Left-wing,85,14
Austrian Social Democratic Party,2002.0,0.28,Left-wing,325,14
Team Stronach for Austria,2013.0,0.567741935483871,Right-wing,310,14
Austrian People’s Party,2002.0,0.0769230769230769,Right-wing,13,14
Alliance for the Future of Austria,2008.0,0.3454545454545454,Right-wing,55,14
Austrian People’s Party,2008.0,0.2307692307692307,Right-wing,52,14
The New Austria,2017.0,0.4086021505376344,Other,93,14
Alliance for the Future of Austria,2006.0,0.5153061224489796,Right-wing,196,14
The New Austria,2013.0,0.4404761904761904,Other,84,14
The Greens,2006.0,0.3766233766233766,Left-wing,77,14
Austrian People’s Party,2013.0,0.43,Right-wing,200,14
The Greens,2008.0,0.2725321888412017,Left-wing,466,14
The Greens,2013.0,0.303030303030303,Left-wing,33,14
Austrian Freedom Party,2017.0,0.5434782608695652,Right-wing,184,14
Austrian Social Democratic Party,2006.0,0.3902439024390244,Left-wing,41,14
Austrian Social Democratic Party,2013.0,0.363013698630137,Left-wing,146,14
Austrian People’s Party,2006.0,0.2705882352941176,Right-wing,85,14
Austrian Freedom Party,2008.0,0.4596774193548387,Right-wing,124,14
The Greens,2017.0,0.3076923076923077,Left-wing,13,14
Austrian Freedom Party,2006.0,0.5,Right-wing,68,14
Austrian Social Democratic Party,2017.0,0.1,Left-wing,10,14
Peter Pilz List,2017.0,0.3911111111111111,Left-wing,450,14
The Greens,2013.0,0.1739130434782608,Left-wing,552,15
The New Austria,2017.0,0.2144373673036093,Other,471,15
Austrian Freedom Party,2017.0,0.4891774891774891,Right-wing,462,15
Austrian People’s Party,2008.0,0.2048780487804878,Right-wing,205,15
The Greens,2017.0,0.1475409836065573,Left-wing,305,15
Austrian Freedom Party,2002.0,0.4,Right-wing,210,15
Alliance for the Future of Austria,2006.0,0.4065934065934066,Right-wing,182,15
The Greens,2006.0,0.5,Left-wing,20,15
Austrian Social Democratic Party,2002.0,0.3166666666666666,Left-wing,60,15
Austrian People’s Party,2017.0,0.2733812949640288,Right-wing,139,15
Austrian People’s Party,2013.0,0.2949640287769784,Right-wing,139,15
Austrian People’s Party,2006.0,0.2461538461538461,Right-wing,65,15
Alliance for the Future of Austria,2008.0,0.5913978494623656,Right-wing,186,15
The New Austria,2013.0,0.1555555555555555,Other,45,15
Team Stronach for Austria,2013.0,0.46875,Right-wing,192,15
Austrian People’s Party,2002.0,0.2258064516129032,Right-wing,93,15
Austrian Communist Party,2008.0,0.2636655948553054,Left-wing,311,15
Austrian Social Democratic Party,2006.0,0.2463768115942029,Left-wing,138,15
Austrian Freedom Party,2008.0,0.3275862068965517,Right-wing,58,15
Austrian Social Democratic Party,2017.0,0.2083333333333333,Left-wing,48,15
Austrian Social Democratic Party,2013.0,0.3296703296703296,Left-wing,91,15
The Greens,2002.0,0.2,Left-wing,25,15
The Greens,2008.0,0.2765957446808511,Left-wing,47,15
Austrian Freedom Party,2013.0,0.3333333333333333,Right-wing,102,15
Austrian Social Democratic Party,2008.0,0.4285714285714285,Left-wing,14,15
Austrian Freedom Party,2006.0,0.4,Right-wing,10,15
Peter Pilz List,2017.0,0.2035087719298245,Left-wing,285,15
Austrian Social Democratic Party,2013.0,0.2157772621809744,Left-wing,431,16
Austrian People’s Party,2013.0,0.1992619926199262,Right-wing,542,16
Austrian Social Democratic Party,2008.0,0.334975369458128,Left-wing,203,16
Austrian Social Democratic Party,2017.0,0.5208333333333334,Left-wing,96,16
Austrian Freedom Party,2006.0,0.4752475247524752,Right-wing,202,16
Austrian People’s Party,2008.0,0.2575757575757575,Right-wing,198,16
